Time,Stirrer,pH,DO,CER,OUR,RQ,Kla,Glu
85,500,8.01604,0.46366,24.4,30.89,0.79,118.1,3.01
86,500,8.0114,0.46366,24.36,31.64,0.77,117.96,2.94
87,500,8.0116,0.40712,24.31,32.41,0.75,117.49,2.89
88,500,8.00958,0.31289,24.43,30.92,0.79,117.73,2.85
89,500,8.01382,0.2752,24.39,31.27,0.78,117.25,2.84
90,500,8.01598,0.21866,24.37,31.24,0.78,116.48,2.82
91,500,7.97197,0.2752,24.31,31.99,0.76,116.51,2.76
92,500,7.97909,0.2752,24.36,31.64,0.77,115.86,2.72
93,500,8.01166,0.38828,24.28,32.81,0.74,115.42,2.66
94,500,7.99605,0.42597,24.3,32.4,0.75,115.01,2.76
95,500,7.91133,0.29404,24.36,31.64,0.77,114.68,2.7
96,500,8.00321,0.2752,24.39,30.87,0.79,113.97,2.7
97,500,7.97226,0.21866,24.35,32.04,0.76,114.24,2.74
98,500,7.92152,0.2375,24.33,32.88,0.74,113.2,2.64
99,500,7.95047,0.19981,24.39,32.52,0.75,112.48,2.51
100,500,7.97441,0.19981,24.45,31.75,0.77,112.38,2.41
101,500,7.98983,0.19981,24.5,31.41,0.78,111.49,2.32
102,500,8.01584,0.21866,24.53,31.05,0.79,110.84,2.37
103,500,7.97263,0.31289,24.41,32.12,0.76,110.3,2.23
104,500,7.98351,0.29404,24.36,32.48,0.75,109.28,2.12
105,500,8.01581,0.36943,24.39,32.52,0.75,109.71,1.93
106,500,7.94417,0.48251,24.33,32.88,0.74,108.96,1.8
107,500,8.00044,0.46366,24.5,32.24,0.76,108.26,1.85
108,500,7.98545,0.2375,24.52,31.84,0.77,106.88,1.88
109,500,7.99404,0.14327,24.66,31.22,0.79,106.1,1.83
110,500,7.99431,0.08673,24.61,31.55,0.78,105.54,1.72
111,500,8.00485,0.10558,24.69,30.86,0.8,104.68,1.63
112,500,7.9879,0.18096,24.1,31.3,0.77,103.3,1.81
113,500,8.01598,0.08673,24.01,31.59,0.76,102.75,1.73
114,500,7.99392,0.08673,24.37,30.46,0.8,101.06,1.73
115,500,8.01177,0.14327,24.29,30.75,0.79,101.45,1.65
116,500,8.01803,0.12442,24.2,31.03,0.78,101.06,1.51
117,500,7.99424,0.14327,24.06,31.66,0.76,100.3,1.46
118,500,8.01183,0.18096,24.47,30.97,0.79,100.19,1.32
119,500,8.00964,0.01134,24.61,30.76,0.8,98.93,1.32
120,500,7.89319,0.08673,24.54,31.06,0.79,99.14,1.39
